user_id,movie_id,movie_title,emotion,event_type,rating,liked,watched_duration_minutes
user_2158,movie_92,The Lion King,sad,watched,8.1,1,158
user_2872,movie_93,Scarface,neutral,watched,7.5,1,118
user_4497,movie_94,Insidious,excited,watched,8.9,1,140
user_8710,movie_95,The Godfather,calm,watched,9.8,0,96
user_8472,movie_96,The Matrix,happy,watched,7.4,1,114
user_7196,movie_97,Fast & Furious,happy,watched,6.9,0,179
user_2158,movie_98,The Karate Kid,angry,watched,8.9,1,116
user_5600,movie_99,Superbad,excited,watched,9.7,1,91
user_7708,movie_100,The Fault in Our Stars,stressed,watched,7.1,1,113
user_9273,movie_101,Fast & Furious,stressed,watched,7.3,1,169
user_7096,movie_102,The Blair Witch Project,stressed,browsed,9.5,0,171
user_5193,movie_103,Top Gun,stressed,watched,7.0,1,80
user_9042,movie_104,Mission: Impossible,happy,watched,9.0,1,132
user_5854,movie_105,Divergent,calm,watched,6.1,0,137
user_7410,movie_106,Black Panther,happy,watched,7.6,1,101
user_4538,movie_107,Cast Away,neutral,watched,8.5,0,149
user_3911,movie_108,Iron Man,excited,watched,6.2,0,172
user_1834,movie_109,Divergent,neutral,watched,7.2,1,166
user_5465,movie_110,Squid Game,neutral,browsed,7.6,0,114
user_8531,movie_111,The Great Barrier Reef,calm,watched,7.3,1,163
user_6150,movie_112,John Wick,excited,browsed,7.9,0,139
user_2747,movie_113,Pulp Fiction,stressed,watched,9.4,1,126
user_1790,movie_114,Planet Earth,neutral,watched,6.8,0,170
user_2955,movie_115,Mad Max: Fury Road,angry,watched,8.8,0,166
user_7888,movie_116,Captain America,happy,watched,9.5,1,94
user_6067,movie_117,Murder on the Orient Express,stressed,watched,6.9,0,123
user_6418,movie_118,Knives Out,excited,watched,8.7,1,161
user_2651,movie_119,Trainspotting,happy,browsed,7.5,0,131
user_3882,movie_120,Casablanca,neutral,watched,9.2,1,118
user_2110,movie_121,Jaws,happy,watched,9.5,1,106
user_9761,movie_122,Squid Game,happy,watched,7.2,0,164
user_6639,movie_123,Erin Brockovich,calm,watched,8.3,1,91
user_8183,movie_124,The Sixth Sense,calm,watched,7.4,1,164
user_3429,movie_125,The Wolf of Wall Street,neutral,watched,8.8,0,133
user_4648,movie_126,The Ring,angry,watched,8.6,1,161
user_4351,movie_127,Rocky,calm,watched,8.7,1,138
user_9199,movie_128,Moneyball,excited,watched,9.1,0,107
user_2046,movie_129,Avatar,sad,watched,6.2,0,175
user_2120,movie_130,Murder on the Orient Express,happy,watched,9.4,1,126
user_9807,movie_131,Tropic Thunder,happy,watched,8.3,1,104
user_3754,movie_132,Don't Breathe,calm,watched,10.0,0,177
user_1500,movie_133,The Nice Guys,sad,watched,6.8,0,144
user_3009,movie_134,Top Gun,stressed,watched,7.1,1,86
user_6359,movie_135,Fight Club,stressed,watched,6.8,0,176
user_8230,movie_136,Life,happy,watched,9.8,1,83
user_8643,movie_137,Rocky,happy,watched,7.7,1,104
user_3411,movie_138,Moana,excited,watched,7.8,1,145
user_1423,movie_139,Avatar,happy,watched,6.2,0,91
user_6786,movie_140,Ready Player One,angry,watched,7.5,1,162
user_8798,movie_141,Thor,calm,watched,7.4,0,113
user_9933,movie_142,The Big Short,happy,watched,7.2,1,156
user_1340,movie_143,Breakfast at Tiffany's,happy,watched,9.1,1,169
user_4290,movie_144,Planet Earth,angry,watched,9.8,1,132
user_5689,movie_145,Mission: Impossible,happy,watched,8.7,1,143
user_3666,movie_146,The Godfather,neutral,browsed,6.8,0,83
user_4655,movie_147,Cast Away,calm,watched,7.7,1,175
user_7300,movie_148,Iron Man,calm,browsed,6.8,0,177
user_9735,movie_149,Don't Breathe,excited,watched,6.4,0,101
user_8562,movie_150,Jurassic World,happy,watched,7.7,1,175
user_5965,movie_151,Zodiac,neutral,watched,7.5,0,138
user_4802,movie_152,Gladiator,calm,browsed,6.7,0,136
user_3875,movie_153,Frozen Planet,sad,watched,9.1,0,83
user_7121,movie_154,Social Network,sad,watched,7.7,1,126
user_6944,movie_155,Why Did You Kill Me,angry,watched,6.7,0,88
user_9252,movie_156,Kingsman,happy,watched,8.6,0,91
user_9260,movie_157,Parasite,angry,browsed,7.9,0,156
user_3252,movie_158,The Conjuring,stressed,watched,8.6,1,101
user_1832,movie_159,Avatar,happy,watched,9.7,1,104
user_4699,movie_160,The Shawshank Redemption,sad,watched,8.5,1,176
user_7926,movie_161,Squid Game,excited,watched,9.2,0,100
user_6352,movie_162,Breakfast at Tiffany's,neutral,watched,7.1,1,135
user_1728,movie_163,Murder on the Orient Express,angry,browsed,8.5,0,137
user_7106,movie_164,The Hunger Games,angry,watched,7.8,1,165
user_4177,movie_165,Forrest Gump,sad,watched,8.0,1,123
user_9420,movie_166,Atomic Blonde,calm,watched,7.7,1,92
user_4136,movie_167,Hereditary,happy,watched,7.1,0,148
user_4181,movie_168,Inception,angry,browsed,6.3,0,142
user_9727,movie_169,Gone Girl,stressed,watched,8.8,0,172
user_1403,movie_170,Moneyball,angry,watched,7.1,0,110
user_8780,movie_171,The Matrix,neutral,watched,7.9,0,126
user_4930,movie_172,Finding Nemo,happy,watched,9.5,1,131
user_8019,movie_173,The Silence of the Lambs,excited,watched,8.0,0,140
user_2465,movie_174,Hereditary,stressed,watched,7.6,1,106
user_3085,movie_175,Bridesmaids,excited,watched,6.0,0,141
user_7644,movie_176,The Hunger Games,excited,watched,6.9,0,91
user_3607,movie_177,Slumdog Millionaire,sad,watched,9.0,1,105
user_7569,movie_178,The Pursuit of Happyness,stressed,watched,7.1,0,113
user_4107,movie_179,Casablanca,neutral,watched,8.9,1,102
user_7829,movie_180,Up,calm,watched,7.8,1,90
user_3792,movie_181,The Dark Knight,stressed,watched,10.0,0,131
user_7256,movie_182,A Walk to Remember,sad,watched,9.8,1,80
user_1429,movie_183,Gone Girl,excited,watched,6.5,0,158
user_4533,movie_184,Fight Club,excited,watched,7.2,1,149
user_7412,movie_185,Mindhunter,neutral,watched,6.9,0,121
user_7755,movie_186,Central Intelligence,neutral,watched,7.9,1,148
user_8225,movie_187,Social Network,angry,watched,7.6,1,89
user_3102,movie_188,Jaws,calm,watched,7.0,1,148
user_7361,movie_189,Deadpool,stressed,watched,8.2,0,170
user_5978,movie_190,The Great Barrier Reef,happy,watched,8.9,1,151
user_9632,movie_191,Murder on the Orient Express,excited,watched,6.9,0,177
user_7733,movie_192,Squid Game,neutral,watched,8.0,1,144
user_6242,movie_193,The Shawshank Redemption,happy,watched,7.6,0,89
user_8243,movie_194,The Nice Guys,calm,watched,7.1,0,119
user_5389,movie_195,Hacksaw Ridge,neutral,browsed,8.4,0,92
user_3344,movie_196,Breakthrough,stressed,watched,9.5,0,80
user_7052,movie_197,The Fault in Our Stars,neutral,watched,6.8,0,177
user_7594,movie_198,Casablanca,sad,watched,8.1,1,170
user_1486,movie_199,The Prestige,excited,watched,9.6,1,149
user_7964,movie_200,The Silence of the Lambs,excited,watched,8.6,1,141
user_9125,movie_201,Wall-E,happy,browsed,8.6,0,134
user_8108,movie_202,The Godfather,calm,watched,6.8,0,134
user_8853,movie_203,Mean Girls,excited,watched,9.0,1,100
user_3901,movie_204,Squid Game,stressed,watched,6.7,0,93
user_1322,movie_205,Frozen,happy,watched,9.6,1,96
user_2517,movie_206,Ratatouille,angry,watched,7.9,1,157
user_5947,movie_207,Titanic,excited,watched,8.9,1,138
user_1197,movie_208,The Karate Kid,excited,watched,7.2,1,82
user_7072,movie_209,Rocky,neutral,watched,8.7,1,104
user_1839,movie_210,Frozen Planet,happy,watched,7.4,1,169
user_8221,movie_211,The Nice Guys,sad,watched,9.1,1,159
user_3648,movie_212,Inception,excited,watched,8.2,0,115
user_2267,movie_213,Bridesmaids,sad,watched,8.7,1,155
user_2316,movie_214,Black Swan,neutral,browsed,10.0,0,147
user_7767,movie_215,Gladiator,stressed,watched,8.4,1,85
user_3697,movie_216,Fast & Furious,sad,watched,9.4,1,138
user_1324,movie_217,Life,stressed,watched,9.1,0,133
user_1608,movie_218,Baby Driver,sad,watched,7.9,1,139
user_3855,movie_219,A Walk to Remember,angry,watched,7.3,1,163
user_1472,movie_220,Roman Holiday,sad,browsed,7.1,0,105
user_5748,movie_221,Inside Out,calm,watched,7.9,1,113
user_5551,movie_222,Singin' in the Rain,calm,watched,7.8,1,87
user_1816,movie_223,Memento,sad,watched,8.7,1,129
user_5217,movie_224,Gladiator,angry,watched,8.7,1,137
user_6942,movie_225,Top Gun,happy,watched,7.9,1,166
user_9572,movie_226,The Big Short,happy,watched,10.0,0,92
user_4397,movie_227,Don't Breathe,happy,watched,7.1,1,159
user_3139,movie_228,The Matrix,stressed,watched,10.0,1,122
user_2516,movie_229,Atomic Blonde,happy,watched,9.2,1,97
user_5708,movie_230,Horrible Bosses,calm,watched,7.1,1,102
user_6333,movie_231,Titanic,calm,watched,7.1,1,113
user_2824,movie_232,Cast Away,calm,watched,7.8,1,109
user_7715,movie_233,The Ring,stressed,watched,8.0,0,130
user_4726,movie_234,Life,happy,watched,8.2,1,104
user_5649,movie_235,The Conjuring,calm,watched,7.3,1,149
user_4750,movie_236,Moneyball,neutral,watched,8.7,1,110
user_2144,movie_237,Memento,neutral,watched,7.1,1,106
user_5446,movie_238,Insidious,neutral,watched,8.3,1,177
user_3081,movie_239,Mean Girls,stressed,browsed,8.8,0,137
user_3673,movie_240,Whiplash,happy,watched,8.8,0,151
user_6083,movie_241,The Fault in Our Stars,calm,browsed,7.6,0,96
user_3073,movie_242,Se7en,angry,watched,7.7,0,111
user_1764,movie_243,The Great Barrier Reef,angry,watched,7.6,0,169
user_8307,movie_244,Hacksaw Ridge,calm,watched,8.7,0,102
user_1256,movie_245,Mission: Impossible,happy,watched,8.7,1,96
user_9436,movie_246,The Revenant,stressed,watched,7.5,1,134
user_5450,movie_247,The Prestige,stressed,watched,9.0,0,108
user_1206,movie_248,Divergent,sad,watched,7.7,1,134
user_7117,movie_249,Ratatouille,happy,watched,8.8,1,81
user_8452,movie_250,Casablanca,neutral,watched,7.2,1,163
user_6214,movie_251,Casablanca,happy,watched,9.7,1,175
user_6854,movie_252,Slumdog Millionaire,excited,watched,7.4,1,150
user_1942,movie_253,Jurassic World,calm,browsed,8.3,0,81
user_2543,movie_254,Breakthrough,sad,watched,7.3,1,174
user_6099,movie_255,The Lion King,stressed,watched,7.8,0,90
user_9871,movie_256,Gone Girl,happy,browsed,6.7,0,113
user_8355,movie_257,Gone Girl,sad,watched,7.5,0,115
user_6079,movie_258,Hereditary,calm,browsed,7.8,0,149
user_2366,movie_259,Trainspotting,angry,watched,7.9,0,107
user_7032,movie_260,Top Gun,calm,watched,9.2,1,136
user_2075,movie_261,The Matrix,angry,watched,8.5,0,99
user_7035,movie_262,Inception,neutral,watched,7.6,0,137
user_3951,movie_263,Good Will Hunting,calm,watched,7.5,0,144
user_8406,movie_264,Sherlock Holmes,happy,watched,7.6,0,173
user_4037,movie_265,John Wick,neutral,watched,9.4,1,80
user_5875,movie_266,Mean Girls,sad,watched,7.6,1,170
user_1476,movie_267,Braveheart,excited,watched,7.6,1,149
user_2712,movie_268,Inside Out,sad,watched,10.0,1,103
user_8589,movie_269,Hidden Figures,happy,watched,6.8,0,149
user_3814,movie_270,Ex Machina,excited,watched,9.7,1,173
user_5231,movie_271,Forrest Gump,sad,watched,9.2,1,113
user_7939,movie_272,Social Network,excited,watched,7.4,1,113
user_3650,movie_273,The Great Barrier Reef,neutral,watched,8.3,0,127
user_6479,movie_274,Divergent,neutral,watched,7.2,1,102
user_5469,movie_275,Titanic,happy,browsed,6.8,0,147
user_5329,movie_276,Forrest Gump,stressed,watched,9.2,1,134
user_3872,movie_277,Murder on the Orient Express,neutral,watched,7.8,1,131
user_2027,movie_278,Ratatouille,stressed,watched,7.1,1,122
user_1994,movie_279,Avatar,sad,watched,8.9,1,105
user_5726,movie_280,Murder on the Orient Express,stressed,watched,9.4,1,173
user_5977,movie_281,Trainspotting,excited,watched,7.3,1,163
user_8041,movie_282,Moneyball,angry,watched,7.5,1,141
user_3911,movie_283,Erin Brockovich,angry,watched,7.5,0,131
user_8381,movie_284,The Sixth Sense,happy,watched,7.5,1,155
user_8176,movie_285,Atomic Blonde,neutral,browsed,8.0,0,91
user_4947,movie_286,The Fault in Our Stars,excited,watched,6.8,0,93
user_6828,movie_287,The Avengers,calm,watched,7.4,0,94
user_2470,movie_288,Rocky,neutral,watched,7.2,0,144
user_1012,movie_289,Parasite,sad,watched,10.0,1,119
user_2840,movie_290,Kingsman,angry,watched,10.0,0,101
user_2122,movie_291,Murder on the Orient Express,angry,watched,8.2,1,106
user_2547,movie_292,Squid Game,excited,watched,8.3,1,164
user_7174,movie_293,Squid Game,sad,browsed,9.2,0,163
user_3066,movie_294,Inception,angry,watched,9.2,1,157
user_5214,movie_295,The Big Short,sad,watched,8.4,1,113
user_9395,movie_296,Spider-Man: Homecoming,excited,watched,6.7,0,160
user_2811,movie_297,A Quiet Place,sad,browsed,9.1,0,135
user_6778,movie_298,X-Men: Days of Future Past,stressed,watched,8.3,1,175
user_8484,movie_299,Drive,angry,watched,8.2,1,105
user_9864,movie_300,Knives Out,excited,browsed,7.8,0,101
user_5829,movie_301,Planet Earth,excited,browsed,9.3,0,100
user_3657,movie_302,Memento,neutral,watched,9.3,1,163
user_8083,movie_303,Drive,calm,watched,8.2,0,141
user_2450,movie_304,The Fault in Our Stars,sad,watched,7.6,1,96
user_7824,movie_305,Hereditary,happy,watched,7.3,1,111
user_9750,movie_306,La La Land,sad,watched,7.0,1,120
user_6977,movie_307,Baby Driver,angry,watched,6.4,0,90
user_1912,movie_308,Don't Breathe,excited,watched,8.0,1,177
user_6165,movie_309,Tropic Thunder,neutral,watched,8.3,0,147
user_3341,movie_310,The Sixth Sense,sad,browsed,9.4,0,119
user_2425,movie_311,Why Did You Kill Me,excited,watched,6.1,0,143
user_9380,movie_312,The Big Short,neutral,watched,6.9,0,152
user_3488,movie_313,Scarface,neutral,watched,10.0,0,95
user_3070,movie_314,The Dark Knight,neutral,watched,8.2,1,113
user_3510,movie_315,Roman Holiday,sad,watched,7.5,1,178
user_9588,movie_316,Baby Driver,angry,watched,7.6,0,118
user_3856,movie_317,The Wolf of Wall Street,calm,watched,6.2,0,133
user_3930,movie_318,The Nice Guys,happy,browsed,9.3,0,100
user_9630,movie_319,John Wick,excited,watched,6.4,0,161
user_5860,movie_320,Hacksaw Ridge,excited,watched,9.8,1,123
user_9579,movie_321,Why Did You Kill Me,sad,watched,9.3,0,160
user_8920,movie_322,Good Will Hunting,stressed,browsed,7.0,0,113
user_7055,movie_323,Logan,stressed,watched,8.6,1,84
user_3096,movie_324,The Godfather,happy,watched,7.0,1,163
user_3965,movie_325,Up,happy,watched,6.8,0,155
user_1514,movie_326,The Godfather,happy,watched,8.9,1,171
user_1354,movie_327,The Wolf of Wall Street,stressed,watched,7.4,1,85
user_5627,movie_328,127 Hours,stressed,watched,8.0,1,158
user_1226,movie_329,The Shawshank Redemption,stressed,watched,7.0,1,125
user_8779,movie_330,Into the Wild,neutral,watched,7.8,0,114
user_8966,movie_331,Jurassic World,stressed,watched,7.3,0,95
user_7313,movie_332,The Wolf of Wall Street,calm,watched,8.7,1,132
user_8428,movie_333,Braveheart,sad,watched,7.8,0,170
user_3937,movie_334,Inception,excited,watched,7.7,1,164
user_4466,movie_335,Captain America,excited,watched,8.2,1,172
user_8832,movie_336,Rocky,neutral,watched,5.9,0,108
user_8677,movie_337,The Great Barrier Reef,angry,watched,7.9,1,178
user_3549,movie_338,Tropic Thunder,stressed,watched,6.9,0,114
user_2901,movie_339,Mad Max: Fury Road,sad,watched,8.2,0,158
user_7541,movie_340,Jaws,happy,watched,8.3,1,154
user_6357,movie_341,The Hunger Games,calm,watched,7.9,1,110
user_4587,movie_342,Roman Holiday,sad,watched,8.2,1,163
user_1077,movie_343,Avatar,excited,watched,8.3,1,142
user_5093,movie_344,Bridesmaids,angry,watched,7.9,1,104
user_3816,movie_345,Ex Machina,excited,watched,8.7,1,155
user_2991,movie_346,Ex Machina,angry,watched,8.7,1,96
user_1245,movie_347,Top Gun,sad,browsed,5.8,0,96
user_4602,movie_348,Jaws,happy,watched,8.8,1,147
user_1660,movie_349,Parasite,excited,watched,7.8,1,112
user_1405,movie_350,Hidden Figures,excited,watched,9.6,1,90
user_7818,movie_351,Iron Man,excited,browsed,7.0,0,136
user_5068,movie_352,Moana,angry,watched,9.1,1,122
user_2539,movie_353,The Wolf of Wall Street,excited,browsed,7.8,0,128
user_5021,movie_354,127 Hours,calm,browsed,8.8,0,111
user_1141,movie_355,Kingsman,neutral,watched,7.0,1,98
user_5798,movie_356,Ready Player One,sad,watched,6.9,0,124
user_6734,movie_357,Ex Machina,excited,watched,8.1,1,95
user_5794,movie_358,Life,angry,watched,7.6,0,153
user_8482,movie_359,Braveheart,calm,browsed,7.2,0,85
user_2234,movie_360,X-Men: Days of Future Past,angry,watched,6.7,0,158
user_6538,movie_361,Gone Girl,angry,watched,9.9,1,93
user_3254,movie_362,The Pursuit of Happyness,stressed,watched,8.3,1,101
user_9989,movie_363,Black Panther,excited,watched,6.0,0,157
user_4122,movie_364,Jump Street,happy,watched,9.4,1,93
user_8839,movie_365,The Avengers,angry,watched,6.5,0,83
user_2476,movie_366,Singin' in the Rain,excited,watched,8.9,1,108
user_9208,movie_367,X-Men: Days of Future Past,angry,watched,8.6,1,84
user_3234,movie_368,Atomic Blonde,happy,browsed,7.8,0,92
user_6255,movie_369,Spider-Man: Homecoming,excited,browsed,8.6,0,80
user_1277,movie_370,The Maze Runner,sad,watched,7.9,1,96
user_2739,movie_371,The Prestige,neutral,watched,7.0,1,137
user_8247,movie_372,The Ring,angry,watched,8.8,1,176
user_3860,movie_373,Frozen Planet,angry,browsed,8.0,0,99
user_8116,movie_374,Ratatouille,calm,watched,7.3,1,179
user_5658,movie_375,X-Men: Days of Future Past,sad,watched,8.8,0,157
user_2478,movie_376,Central Intelligence,angry,watched,8.6,1,130
user_1201,movie_377,The Wolf of Wall Street,angry,browsed,6.8,0,125
user_5120,movie_378,Why Did You Kill Me,angry,watched,9.0,1,165
user_4135,movie_379,The Godfather,angry,browsed,8.0,0,89
user_4113,movie_380,Hacksaw Ridge,excited,watched,7.8,1,124
user_3885,movie_381,The Notebook,sad,watched,9.6,1,167
user_9692,movie_382,Murder on the Orient Express,stressed,watched,8.5,1,132
user_1831,movie_383,Jurassic World,excited,watched,9.3,1,156
user_4197,movie_384,Top Gun,neutral,browsed,8.2,0,96
user_6289,movie_385,Atomic Blonde,sad,browsed,8.2,0,82
user_6877,movie_386,Jump Street,stressed,browsed,6.1,0,164
user_9411,movie_387,American Beauty,excited,watched,7.8,1,134
user_9036,movie_388,Casablanca,angry,watched,8.0,0,132
user_7075,movie_389,Iron Man,neutral,browsed,6.2,0,106
user_1694,movie_390,Moneyball,happy,watched,8.9,1,148
user_6490,movie_391,Hacksaw Ridge,angry,browsed,9.2,0,101
user_7465,movie_392,Zodiac,sad,watched,7.2,1,156
user_3896,movie_393,Coco,stressed,watched,7.5,1,81
user_7468,movie_394,Mission: Impossible,happy,watched,8.7,1,110
user_8845,movie_395,Hidden Figures,happy,watched,6.6,0,81
user_8685,movie_396,Gladiator,stressed,browsed,8.9,0,163
user_8708,movie_397,Roman Holiday,neutral,watched,6.8,0,176
user_7072,movie_398,Requiem for a Dream,angry,browsed,8.2,0,84
user_1568,movie_399,Drive,happy,watched,9.5,1,175
user_3931,movie_400,The Matrix,stressed,watched,8.6,1,151
user_3678,movie_401,Forrest Gump,excited,browsed,7.1,0,138
user_9983,movie_402,Mindhunter,calm,watched,9.8,0,177
user_5046,movie_403,127 Hours,happy,watched,7.5,0,107
user_6254,movie_404,Squid Game,stressed,watched,7.5,1,108
user_1686,movie_405,The Shawshank Redemption,excited,watched,6.5,0,143
user_3699,movie_406,Casablanca,sad,watched,6.3,0,97
user_8131,movie_407,Forrest Gump,excited,watched,10.0,1,157
user_4167,movie_408,Wall-E,angry,watched,8.9,1,167
user_2257,movie_409,Cast Away,sad,watched,8.5,1,103
user_6892,movie_410,The Silence of the Lambs,sad,watched,8.5,1,171
user_4706,movie_411,Rocky,excited,watched,9.3,1,126
user_2214,movie_412,Forrest Gump,calm,watched,9.1,0,108
user_2160,movie_413,The Big Short,sad,watched,6.1,0,102
user_1374,movie_414,Deadpool,excited,watched,9.2,1,166
user_8740,movie_415,March of the Penguins,sad,browsed,7.0,0,164
user_6055,movie_416,The Lion King,neutral,watched,9.5,1,174
user_3127,movie_417,Pulp Fiction,sad,watched,8.4,1,85
user_5754,movie_418,Good Will Hunting,angry,watched,7.4,1,157
user_2638,movie_419,Ex Machina,sad,watched,6.8,0,122
user_8262,movie_420,Social Network,neutral,watched,9.3,1,153
user_6065,movie_421,Mindhunter,neutral,watched,9.2,1,96
user_7172,movie_422,The Game,excited,watched,7.8,1,87
user_8568,movie_423,Ready Player One,neutral,watched,7.9,1,128
user_8171,movie_424,Interstellar,excited,watched,7.1,0,156
user_7236,movie_425,The Pursuit of Happyness,excited,browsed,7.1,0,90
user_6740,movie_426,Breakfast at Tiffany's,angry,watched,9.4,0,144
user_4445,movie_427,Planet Earth,sad,watched,10.0,1,144
user_5458,movie_428,Our Planet,stressed,browsed,8.2,0,155
user_1131,movie_429,Inception,neutral,watched,6.2,0,96
user_4972,movie_430,Blue Planet,excited,watched,7.5,1,154
user_5842,movie_431,The Sixth Sense,sad,browsed,8.6,0,126
user_1268,movie_432,The Karate Kid,happy,watched,7.8,1,145
user_7725,movie_433,Life,excited,browsed,6.5,0,98
user_9182,movie_434,Avatar,happy,watched,8.9,0,141
user_9140,movie_435,Up,neutral,watched,6.9,0,89
user_7842,movie_436,Requiem for a Dream,angry,watched,7.3,1,166
user_8594,movie_437,March of the Penguins,stressed,watched,7.9,0,90
user_4662,movie_438,Black Swan,sad,watched,6.6,0,100
user_6633,movie_439,Memento,excited,browsed,8.7,0,83
